Company/Brand,HeadQuarter,Sector,What it does,Amount($),Funding Year
Zomato,Gurgaon,FoodTech,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,52000000.0,2020
Dukaan,Mumbai,Tech Startup,Developer of an android application designed for businesses to sell online.,6000000.0,2020
CredR,Mumbai,Bike marketplace,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,2000000.0,2020
Satyukt,Bangalore,Agri tech,An agritech company that provides business to business (B2B) agricultural data,500000.0,2020
RACEnergy,Hyderabad,Automobiles,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,1.0,2020
TREAD,Bangalore,Fitness startup,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,1100000.0,2020
Anveshan,Bangalore,FoodTech,Provide quality and healthy food products,100000.0,2020
TeaMonk,Bangalore,Food & Bevarages,India's Finest Specialty Tea company.,900000.0,2020
Fleetx,Gurgaon,Tech Startup,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",3000000.0,2020
ReNEWate,Pune,Real Estate,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",1.0,2020
Tango Eye,Chennai,SaaS startup,Retail Video Analytics SaaS product,1.0,2020
Rare Planet,Kolkata,Reatil startup,Rare Planet sells handicrafts made by local artisans.,1.0,2020
Avataa Me,Bangalore,AR platform,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,7000000.0,2020
Arrival,London,EV startup,Arrival is a technology company that specializes in developing electric vehicles.,118000000.0,2020
Cover Genius,Sydney,FinTech,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,15000000.0,2020
Phononic Vibes,Milano,Deeptech,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2300000.0,2020
MikeLegal,Gurgaon,LegalTech,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,1.0,2020
Clair,New York,FinTech,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,4500000.0,2020
Gourmet Garden,Palmwoods,Consumer Goods,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,1.0,2020
Miko,Mumbai,AI startup,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",3000000.0,2020
Razorpay,Bangalore,FinTech,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",100000000.0,2020
Ninjacart,Bangalore,Food Industry,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",30000000.0,2020
Wow! Momo,Kolkata,Food Industry,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,5000000.0,2020
Pepper Content,Mumbai,Content marketplace,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,4200000.0,2020
LIVSPACE,Bangalore,Interior Design,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",4000000.0,2020
Acculi Labs,Bangalore,Healthcare,Acculi Labs is a clinical grade smartphone based diagnostic tool,600000.0,2020
Your MD,London,Healthcare,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,25000000.0,2020
Antaios,France,Tech company,Developer of memory-based technology intended to solve issues of advanced computing.,11000000.0,2020
Unnati,Noida,AgriTech,A helping hand to the farming community through Artificial Intelligence,1700000.0,2020
Disprz,Chennai,Edtech,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",1600000.0,2020
Uni,Mumbai,FinTech,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,18500000.0,2020
Credit Wise Capital,Mumbai,FinTech,CreditWise Capital is a consumer finance company.,6000000.0,2020
Chargebee,San Francisco Bay Area,SaaS startup,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,55000000.0,2020
Reliance Retail Ventures Ltd,Mumbai,Retail,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",70000000000.0,2020
Winuall,Bangalore,Edtech,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2000000.0,2020
Genrobotics,Trivandrum,AI startup,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,300000.0,2020
Livve,Cochin,Rental space,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,1500000.0,2020
Ergos,Samastipur,AgriTech,Ergos is building an integrated supply chain by setting up micro warehouses.,5000000.0,2020
Krishitantra,Hyderabad,Soil-Tech,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,1000000.0,2020
PakkaProfile,Bangalore,Recruitment startup,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",1.0,2020
Monet Networks,Irvine,AI startup,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,500000.0,2020
Unocoin,Tumkur,FinTech,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",1.0,2020
Pesto,Delhi,Edtech,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,1.0,2020
NirogStreet,Gurgaon,Ayurveda tech,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2000000.0,2020
Bambrew,Bangalore,Packaging solution startup,Bambrew is an online shop for reusable bamboo straws.,1.0,2020
Omnify,San Francisco Bay Area,SaaS startup,Omnify is a Global SaaS platform for Small Services Business,1.0,2020
Fanball XI,Delhi,Gaming,The gaming company mostly focused on fantasy football games,1000000.0,2020
Treebo Hotels,Bangalore,Hospitality,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",6000000.0,2020
GPS Renewables,Bangalore,Cleantech,To solve the urban waste problem by utilising local technologies and business models.,3000000.0,2020
Public,Delhi,Social Media,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,30000000.0,2020
Legal Salah,Kolkata,LegalTech,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,1000000.0,2020
FanPlay,Delhi,Gaming,FanPlay Technologies operates as a real-money gaming startup.,1.0,2020
ECOSTP,Bangalore,Sanitation solutions,Eco friendly zero power zero maintenance sewage treatment plant in India.,19000000.0,2020
Coralogix,San Francisco,SaaS startup,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,25000000.0,2020
Equiwatt,Newcastle Upon Tyne,Tech company,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,300000.0,2020
Reliance Retail Ventures,Mumbai,E-commerce,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",800000000.0,2020
Zhangmen,Shanghai,Edtech,Zhangmen is an online tutoring platform provides tutoring courses to students.,400000000.0,2020
AgroWave,Gurgaon,AgriTech,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,500000.0,2020
Sapio Analytics,Mumbai,Tech company,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,150000.0,2020
Taimei,Jiaxing,HealthCare,Taimei Technology provides a cloud platform for clinical research collaboration.,176000000.0,2020
Avanse Financial Services,Mumbai,FinTech,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",15000000.0,2020
Industry Buying,Delhi,E-commerce,India's largest industrial ecommerce platform,15000000.0,2020
Hopscotch,Mumbai,E-commerce,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",25000000.0,2020
Pristyn Care,Gurgaon,HealthCare,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,11000000.0,2020
WoodenStreet,Rajastan,Home Design,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,1000000.0,2020
ACKO,Mumbai,InsureTech,Acko General Insurance is a private sector general insurance company in India.,60000000.0,2020
Farmers Fresh Zone,Kochi,AgriTech,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,470000.0,2020
Invento,Bangalore,AI Startup,Invento Robotics specializes in developing service robots intended for customer interactions.,1.0,2020
Infurnia,Bangalore,Tech Startup,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,240000.0,2020
AnalytIQSports's SuperCric,Bangalore,Entertainment,SuperCric is India's first strategy Cricket Manager simulation game,1.0,2020
Snowflake,California,Tech company,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,3000000000.0,2020
GenieTalk,Indore,Tech company,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,750000.0,2020
Classplus,Noida,EdTech,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,10000000.0,2020
Mobile Premier League,Bangalore,Entertainment,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,74000000.0,2020
Fourth Partner Energy,Hyderabad,Solar solution,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,16000000.0,2020
Flipkart,Bangalore,E-commerce,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,62000000.0,2020
Vivriti Capital,Chennai,FinTech,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,1000000.0,2020
InsuranceDekho,Ludhiana,FinTech,The funding for branding and marketing activities as well as strengthening the product and technology teams,20000000.0,2020
BestDoc,Kochi,HealthCare,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,2100000.0,2020
Byju’s,Bangalore,EdTech,An Indian educational technology and online tutoring firm,500000000.0,2020
Melorra,Bangalore,Jewellery startup,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,12500000.0,2020
Reliance,Mumbai,Multinational conglomerate company,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",2200000000.0,2020
Inflexor Ventures,Mumbai,FinTech,Experienced Venture Capital-General Partner focused on Technology investments.,10000000.0,2020
Pandorum,Bangalore,Deeptech startup,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,5060000.0,2020
SpeakIn,Noida,Social Network,"AI-enabled network of speakers and thought leaders, aka. experts",1.0,2020
LetsUp,Mumbai,Publication,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",1.0,2020
Newsreach,Gujarat,Publication,NewsReach India offers partner publications a digital footprint,1.0,2020
Dream11,Mumbai,Entertainment,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,225000000.0,2020
SignalX,Hyderabad,SaaS platform,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",750000.0,2020
JetSynthesys,Mumbai,Tech,Gaming and entertainment startup,40000000.0,2020
Vesta Space Technology,Pune,Tech Startup,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,10000000.0,2020
Dozee,Bangalore,HealthTech,Dozee offers health and wellness monitoring products.,1600000.0,2020
Rebel Foods,Pune,Food,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",50000000.0,2020
Nykaa,Mumbai,Fashion,Cosmetics & beauty products online,24700000.0,2020
Ketto,Mumbai,Finance,"Crowdfunding, Charity, E-commerce",7700000.0,2020
Suryoday,Mumbai,Finance,Banks that extends two distinct fixed deposit schemes,800000.0,2020
SucSEED,Hyderabad,Finance,Venture Partners,1300000.0,2020
Unacademy,Bangalore,EdTech,Unacademy is an Indian online education technology company,150000000.0,2020
Strata,Bangalore,Real Estate,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",19067328.0,2020
3one4 Capital,Bangalore,Venture capital,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,100000000.0,2020
WE-Hub,Hyderabad,Entreprenurship,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,1.0,2020
Zomato,Haryana,Food devlivery,Get online food delivery from restaurants near you,62000000.0,2020
Vicara,Bangalore,Tech Startup,A deep tech startup pioneering in motion-based interfaces and insights.,1.0,2020
Gaana,Gurgaon,Entertainment,Gaana is a commercial music streaming service providing free and licensed music.,51000000.0,2020
EM3 Agri,Noida,AgriTech,A pioneering organization in the farming-as-a service (FaaS) space,1000000.0,2020
Plum,Thane,Cosmetics,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",115000.0,2020
Odwen,Noida,Warehouse,India's first do-it-yourself warehouse management system.,54000.0,2020
Fasal,Bangalore,AgriTech,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,20000.0,2020
Trukky,Ahmedabad,Logistics,"Transportation, logistics services & cargo services.",1.0,2020
BankBazaar,Chennai,Online financial service,Check your latest Credit Score and get your Credit Report online in India for Free,9000000.0,2020
Specsmakers,Chennai,Eyeglasses,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",3000000.0,2020
Grinntech,Dehradun,Battery design,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability",2000000.0,2020
CreditMantri,Chennai,Online credit management startup,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,803146.0,2020
Chai Waale,Chennai,Beverage,Given the rising trend in the number of tea stalls in the city,238000.0,2020
Deepsync,Bangalore,Tech Startup,"Deepsync is a revolutionary way to record your content, without you really speaking.",300000.0,2020
Byju’s,Bangalore,EdTech,An Indian educational technology and online tutoring firm,500000000.0,2020
ConnectedH,Gurgaon,HealthCare,The company’s vision is simple – Connected Healthcare.,1.0,2020
Reliance Retail,Mumbai,E-commerce,"Retailer delivering superior value to its customers, suppliers and shareholders.",10220000.0,2020
QShala,Bangalore,EdTech,A platform that helps kids learn about life skills,300000.0,2020
Pitstop,Bangalore,Car Service,"Pitstop owns and operates a network of garages that provides car repair, detailing",1020000.0,2020
Zomato,Haryana,Food devlivery,Get online food delivery from restaurants near you,100000000.0,2020
Customfit ai,Bangalore,SaaS startup,Operates on a SaaS model by providing a hyper-personalised website to users.,1.0,2020
Nirmata,San Franciscao,Tech,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,1.0,2020
Hire Me Car,Noida,TravelTech,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,1.0,2020
Oga Fit,Bangalore,Fitness startup,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,1.0,2020
ShipsKart,Delhi,E-commerce,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",200000.0,2020
SquadStack,San Francisco,Tech company,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.",5000000.0,2020
Financepeer,Mumbai,EdTech,Financepeer is an AI based peer to peer lending platform.,3000000.0,2020
Cashify,Gurgaon,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,10000000.0,2020
Etrio,Hyderabad,EV startup,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",3000000.0,2020
Codeyoung,Bangalore,EdTech,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,1.0,2020
StayQrious,Bangalore,EdTech,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",2000000.0,2020
Sunstone Eduversity,Gurgaon,EdTech,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,3000000.0,2020
Infilect,Bangalore,SaaS startup,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,1500000.0,2020
MobiGarage,Delhi,E-commerce,An ecommerce platform for refurbished electronics.,1.0,2020
Samunnati,Chennai,Agriculture,Samunnati is a financial service provider focused on agri value chains.,20000000.0,2020
WeInnovate Biosolutions,Pune,Startup laboratory,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,1.0,2020
Yummy Corp,Tangerang,Food Industry,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",12000000.0,2020
Smallcase,Bangalore,FinTech,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,13400000.0,2020
Clairvolex,California,Tech Startup,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,2000000.0,2020
Assiduus,Bangalore,E-commerce,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",1000000.0,2020
Brinton,California,HealthTech,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,1300000.0,2020
AFK Gaming,Mumbai,Entertainment,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,200000.0,2020
Infarm,Berlin,AgriTech,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,170000000.0,2020
Zuper,Seattle,SaaS startup,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,1100000.0,2020
mCaffeine,Mumbai,Personal care startup,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2900000.0,2020
Origa,Andheri,FinTech,The charioteer of your growth at all times.,2000000.0,2020
GullyBuy Software,Pune,Tech Startup,To deliver a solution that will provide shopping convenience to every consumer in India,543000.0,2020
Recordent,Hyderabad,FinTech,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,1.0,2020
MPL,Bangalore,Entertainment,Mobile Premier League is the mobile e-Sports platform based in India.,90000000.0,2020
Penny,Riyadh,SaaS startup,Offer various development solutions and mainly focus on helping startups,1300000.0,2020
Onsitego,Mumbai,Customer service company,Onsitego is a customer service company for device and appliance repairs.,30000000.0,2020
Precily,California,SaaS  startup,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,1.0,2020
SmartClean,Singapore,Tech Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,3400000.0,2020
ClanConnect,Delhi,Marketing startup,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented",600000.0,2020
Servify,Mumbai,Service industry,Servify is a self-learning platform that provides device management services and warranty solutions.,23000000.0,2020
ShareChat,Bangalore,Social media,ShareChat is a social networking and regional content platform.,40000000.0,2020
Rephrase.ai,Bangalore,AI,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,1500000.0,2020
Melorra,Bangalore,Jewellery,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",8090000.0,2020
FabHotels,Gurgaon,Hospitality,FabHotels is a network of 3 star budget hotels in India,1030000.0,2020
EkAnek,Delhi,Tech Startup,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,5040000.0,2020
Cub McPaws,Mumbai,AR startup,Cub McPaws is a kids clothing brand.,800000.0,2020
Zimyo,Gurgaon,HR Tech startup,Employee experience platform that empowers organizations to manage and retain great talent!,1500000.0,2020
PumPumPum,Gurgaon,Automotive Startup,Pumpumpum is a car rental company,360000.0,2020
Burgerama,Gurgaon,Food Startup,Burgerama is a unit of Junket Foods Private Limited,1.0,2020
Moms Co,Gurgaon,HealthCare,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,8000000.0,2020
DillyHub,Seoul,Publication,A service that promotes and facilitates the works of independent comic artists,1400000.0,2020
FPL Technologies,Pune,FinTech,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,10000000.0,2020
FITTR,Pune,Fitness startup,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,2000000.0,2020
Illumnus,Pune,EdTech Startup,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",100000.0,2020
CashKaro,Gurgaon,E-commerce,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,10000000.0,2020
Newton School,Bangalore,EdTech Startup,Newton School is a platform to learn and develop skills,650000.0,2020
Airmeet,Bangalore,Tech Startup,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",12000000.0,2020
Observe ai,San Francisco,Tech,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",54000000.0,2020
InCred,Mumbai,Finance,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",5000000.0,2020
Toppr,Mumbai,EdTech,Toppr is an Indian educational technology and online tutoring firm,35000000.0,2020
CarTrade,Mumbai,Car Trade,Buy and Sell Used Cars,42500000.0,2020
LEAD School,Mumbai,EdtTech,Offers a high-end digital classroom system focused on enhancing the learning experience,28000000.0,2020
Servify,Mumbai,Manufacturing,"Enables top OEMs & ODMs in device distribution, sales, warranty",11370000.0,2020
Lido Learning,Mumbai,EdTech,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ‍",7500000.0,2020
Apna.co,Bangalore,Job portal,Can find all types of jobs from entry level to experienced people in over 60+ categories.,8000000.0,2020
Quintype Technologies,Bangalore,Tech,"Building a suite of digital publishing solutions to simplify content creation, distribution",325000.0,2020
Dunzo,Bangalore,Tech,Order online and get free delivery from your nearby restaurants,28000000.0,2020
Entropik,Bangalore,AI Platform,Gain insights into human emotions with AI-powered platform affect lab.,8000000.0,2020
Livspace,Bangalore,Home Design,Interior design marketplace that connects interior designers,9000000.0,2020
Ultraviolette Automotive,Bangalore,Automation,Industries Automotive Electric Vehicle Energy Energy Storage,410000.0,2020
WinZO,Delhi,Gaming,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,18000000.0,2020
SenseHawk,Bangalore,Solar SaaS,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,5000000.0,2020
Railofy,Mumbai,WL & RAC protection,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,900000.0,2020
Eloelo,Bangalore,Social commerce,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",450000.0,2020
Aibono,Bangalore,AgriTech,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,2000000.0,2020
BuildPan,Indore,SaaS startup,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.",500000.0,2020
Homelane,Bangalore,Home interior services,Explore 1000's of fully customizable home interior designs.,8000000.0,2020
MyGlamm,Mumbai,Fashion,Buy Makeup kit & Cosmetics Products from international makeup brand,1000000.0,2020
Aviom,Delhi,Finance,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,682000.0,2020
Flinto,Chennai,EdTech Startup,Flintobox is an India-based company that produces educational activity boxes for children,7000000.0,2020
WayCool,Chennai,Agritech startup,WayCool is a social enterprise positively impacting the lives of India's farmers,5060000.0,2020
YAP,Chennai,API platform,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,4050000.0,2020
Big Bang Boom Solutions,Chennai,Deep Tech,It aims to co-create intellectual property that can reside within the borders of the country.,1050000.0,2020
GUVI,Chennai,EdTech Startup,Operates vernacular-language based education tech startup,800000.0,2020
BluSmart,Gurgaon,Electricity,"BluSmart, an all-electric ride-hailing platform",7000000.0,2020
Cell Propulsion,Bangalore,Automotive company,Designs and develops electric power drives and autonomous electric mobility solutions,1.0,2020
MPL,Bangalore,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,50000000.0,2020
Spoonshot,Bangalore,FMCG,A food science company using AI to predict consumer taste and food trends,1000000.0,2020
Pulse,Mumbai,FinTech,Helps people navigate through and profit off financial markets,750000.0,2020
Groww,Bangalore,FinTech,Leading Investment and Trading Platform,30000000.0,2020
i3 Systems,Mumbai,Insurance Tech,Transforming India's health insurance industry with its digital solutions and AI products for automation,1050000.0,2020
SOAL,Mumbai,EdTech,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders",1000000.0,2020
OckyPocky,Gurgaon,EdTech,Ockypocky helps kids in learning spoken english,400000.0,2020
Hippo Video,New York,Video personalization,Helps enterprise businesses achieve their marketing and sales goals through seamless video,4000000.0,2020
Hasura,San Francisco,Software Company,"Builds developer tooling products, including open source tools, backend",25000000.0,2020
Qapita,Singapore,FinTech,Qapita provides digital equity management tools for private companies and startups.,1080000.0,2020
Sunday,Bangkok,FinTech,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,9000000.0,2020
Gamezop,Gurgaon,Gaming,A multi-game platform,4300000.0,2020
Phool.co,Kanpur,Biomaterial startup,They use flowers from temples across India's and create useful products such as rose incense cone,1400000.0,2020
Chiratae Ventures,Bangalore,Venture capital,A leading tech venture capital fund focused on enabling entrepreneurs in India.,1.0,2020
MedLife,Bangalore,Health,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",6800000.0,2020
IDfy,Mumbai,IT,IDfy provides risk and fraud solutions,2110000.0,2020
True Balance,Gurgaon,Finance,Earn money by meeting financial needs of your friends and neighbors.,28000000.0,2020
Bira91,Delhi,Craft Beer,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,764000.0,2020
Max wholesale,Delhi,E-commerce,MaxWholesale is an online distributor that provides authentic FMCG goods,603000.0,2020
Craftsvilla,Mumbai,E-commerce,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",409000.0,2020
MechMocha,Bangalore,Entertainment,India's first vernacular social gaming platform,292000.0,2020
Mindhouse,Gurgaon,Healthtech,A gym to train your mind offering workouts and programmes,286000.0,2020
DeepSync,Chandigarh,AI startup,"A revolutionary way to record your content, without you really speaking",136000.0,2020
Eruditus,Mumbai,Education,Bring world-class business and professional education to a global audience,825000000.0,2020
Gradeup,Noida,Education,"India's largest exam preparation destination,",546000.0,2020
Tracxn,Bangalore,Investment,Tracxn is the research partner for Venture Capitalist,887000.0,2020
Purple Style Labs,Mumbai,Fashion,Shopping experience and foster the growth of Indian brands and designers.,43000.0,2020
ProPhysio,Bangalore,Health,The largest provider of physiotherapy and rehabilitation services,40900.0,2020
Flickstree,Mumbai,Tech,World's largest video publisher,40900.0,2020
Settl,Gurgaon,TravelTech,Get affordable AC bus-rides everyday,1.0,2020
Fanspole,Thane,Entertainment,India's only social fantasy gaming platform,1.0,2020
Sarva,Mumbai,Healthcare,A wellness ecosystem built on the authentic foundations of Yoga,1.0,2020
Univ.ai,Bangalore,EdTech,"A distributed, global educational powerhouse that draws on technology",1.0,2020
PurohitJi,Bangalore,Linguistic Spiritual,App for Hindu Puja Products & Services,1.0,2020
CredoLab,Singapore,Tech,AI credit scoring platform,7000000.0,2020
Brick&Bolt,Bangalore,Construction,"A construction company doing house construction, building construction, commercial construction",2200000.0,2020
Grinntech,Chennai,Battery manufacturer,Leading on all fronts of battery design,2000000.0,2020
6Degree,Mumbai,Fashion,India's leading fashion business platform,340000.0,2020
Exprs,,Nano Distribution Network,"Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.",5660000.0,2020
Bikayi,Hyderabad,E-commerce,Provides free whatsapp integrated E-Commerce Store,2000000.0,2020
Virtual Forest,Bangalore,Tech,Tracking seasonal change in virtual forest,1.0,2020
The Health company,Gurgaon,AI health,Organic superfoods & free personal health coaching that actually work.,350000.0,2020
TrulyMadly Matchmakers,Gurgaon,Dating app,One of the best dating Apps in India connecting singles across the country.,110000.0,2020
TrueFan,Mumbai,Media,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,4300000.0,2020
Fanspole,Mumbai,Gaming,A free app that users can use to create contests and play,1.0,2020
Byju's,Bangalore,EdTech,Provides online learning classes,122000000.0,2020
Avail Finance,Bangalore,Fintech,Instant online loan app,11635000.0,2020
The Money Club,Delhi,AI,AI based chit fund cashier app,1.0,2020
Virohan,Gurgaon,Healthcare/Edtech,Healthcare training company,2800000.0,2020
OneCode,Gurgaon,Social Commerce,Connects new-age digital first brands with relevant sellers,1.0,2020
Verloop.io,,AI,Helps automate customer service using Artificial Intelligence,5000000.0,2020
Otipy,,Agritech/Commerce,Connects consumers with farmers thorugh women resellers,1000000.0,2020
Evage,Chandigarh,Mobility tech,Develop emissions-free electric commercial vehicles,1.0,2020
LEAD School,Mumbai,EdTech,Offers an integrated system for schools by helping them digitize the entire curriculum,28000000.0,2020
Trell,Bangalore,Social e-commerce,Allows users to share their travel experiences,11000000.0,2020
Captain Fresh,Bangalore,Food & Logistics,Sea food Supply chain,2300000.0,2020
